rfid,Temperature,Humidity,Speed,Treatment code,transition
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.435
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,18.47
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,6.292
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.423
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.409
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.439
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.397
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.42
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.41
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.401
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,2.144
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.878
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.429
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.442
65 B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.409
65 B2 92 05 08 00 12 E0,78.4,57,1.6,1,0
65 B2 92 05 08 00 12 E0,78.4,57,1.6,1,8.538
65 B2 92 05 08 00 12 E0,78.4,57,1.6,1,709.67
65 B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.434
65 B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.426
65 B2 92 05 08 00 12 E0,78.4,57,1.6,1,6.859
65 B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.435
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,82623.9
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,3.947
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.455
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.433
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.432
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,1302.17
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.452
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,11.173
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,459.48
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,3.098
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.427
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.431
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,1199.35
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,4.002
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,784.384
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.432
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,7.694
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,314.921
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,7.094
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.87
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.425
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,1226.17
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.426
65 B2 92 05 08 00 12 E0,68.9,73,3.8,1,5.026
65 B2 92 05 08 00 12 E0,68,73,3.1,1,80148.6
65 B2 92 05 08 00 12 E0,68,73,3.1,1,0.415
65 B2 92 05 08 00 12 E0,68,73,3.1,1,0.875
65 B2 92 05 08 00 12 E0,68,73,3.1,1,0.443
65 B2 92 05 08 00 12 E0,68,73,3.1,1,0.433
65 B2 92 05 08 00 12 E0,68,73,3.1,1,4.404
65 B2 92 05 08 00 12 E0,68.2,72,6,1,2031.08
65 B2 92 05 08 00 12 E0,68.2,72,6,1,6.378
65 B2 92 05 08 00 12 E0,68.2,72,6,1,0.42
65 B2 92 05 08 00 12 E0,68.2,72,5.4,1,1299.53
65 B2 92 05 08 00 12 E0,68.2,72,5.4,1,0.433
65 B2 92 05 08 00 12 E0,68.2,72,5.4,1,0.462
65 B2 92 05 08 00 12 E0,68.2,72,5.4,1,0.422
65 B2 92 05 08 00 12 E0,68.2,72,5.4,1,0.431
65 B2 92 05 08 00 12 E0,68.2,72,5.4,1,7.953
65 B2 92 05 08 00 12 E0,67.8,74,7.6,1,879.784
65 B2 92 05 08 00 12 E0,67.8,74,7.6,1,0.432
65 B2 92 05 08 00 12 E0,67.8,74,7.6,1,0.446
65 B2 92 05 08 00 12 E0,67.8,74,7.6,1,0.433
65 B2 92 05 08 00 12 E0,67.8,74,7.6,1,0.431
65 B2 92 05 08 00 12 E0,67.8,74,7.6,1,7.277
65 B2 92 05 08 00 12 E0,67.8,74,7.6,1,0.416
65 B2 92 05 08 00 12 E0,67.8,74,7.6,1,0.449
65 B2 92 05 08 00 12 E0,67.8,74,7.6,1,0.432
65 B2 92 05 08 00 12 E0,67.3,74,2.2,1,1025.02
65 B2 92 05 08 00 12 E0,67.3,74,2.2,1,4.011
65 B2 92 05 08 00 12 E0,67.3,75,6,1,1859.69
65 B2 92 05 08 00 12 E0,67.3,75,6,1,21.239
65 B2 92 05 08 00 12 E0,67.3,75,6,1,0.428
65 B2 92 05 08 00 12 E0,67.3,75,6,1,0.45
65 B2 92 05 08 00 12 E0,67.3,75,6,1,0.427
65 B2 92 05 08 00 12 E0,67.3,75,6,1,9.368
65 B2 92 05 08 00 12 E0,67.3,75,6,1,0.432
F5 A9 92 05 08 00 12 E0,66.6,71,3.8,0,0
F5 A9 92 05 08 00 12 E0,66.6,71,3.8,0,0.42
F5 A9 92 05 08 00 12 E0,66.6,71,3.8,0,0.434
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0.427
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0.427
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0.427
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0.431
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0.433
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0.432
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,16.695
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,15.394
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0.434
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0.407
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0.449
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0.427
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,0.431
DC B0 92 05 08 00 12 E0,66.6,71,3.8,1,7.537
DC B0 92 05 08 00 12 E0,66.6,72,0.7,1,2355.69
DC B0 92 05 08 00 12 E0,66.6,72,0.7,1,0.882
DC B0 92 05 08 00 12 E0,66.6,72,0.7,1,0.477
DC B0 92 05 08 00 12 E0,66.6,72,0.7,1,1.323
DC B0 92 05 08 00 12 E0,66.6,72,0.7,1,0.432
DC B0 92 05 08 00 12 E0,66.6,72,0.7,1,0.431
DC B0 92 05 08 00 12 E0,66.2,72,1.6,1,2775.32
DC B0 92 05 08 00 12 E0,66.2,72,1.6,1,0.432
DC B0 92 05 08 00 12 E0,66.2,72,1.6,1,0.447
DC B0 92 05 08 00 12 E0,66.2,72,1.6,1,21.629
DC B0 92 05 08 00 12 E0,66.2,72,1.6,1,0.467
DC B0 92 05 08 00 12 E0,65.8,74,3.8,1,501.301
DC B0 92 05 08 00 12 E0,65.8,74,3.8,1,0.426
DC B0 92 05 08 00 12 E0,65.8,74,3.8,1,0.427
DC B0 92 05 08 00 12 E0,65.8,74,3.8,1,8.593
DC B0 92 05 08 00 12 E0,65.8,74,3.8,1,0.427
DC B0 92 05 08 00 12 E0,74.8,79,3.8,1,0
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,89309.2
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,2.626
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.425
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.419
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.434
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.446
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.42
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.421
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.431
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,2955.84
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.439
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,20.193
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.421
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.448
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,543.544
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.433
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,31.287
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.432
DC B0 92 05 08 00 12 E0,83.7,53,3.8,1,0.435
DC B0 92 05 08 00 12 E0,68.9,73,3.8,1,0
DC B0 92 05 08 00 12 E0,68.9,73,3.8,1,0.469
DC B0 92 05 08 00 12 E0,68.9,73,3.8,1,0.432
DC B0 92 05 08 00 12 E0,68.9,73,3.8,1,0
DC B0 92 05 08 00 12 E0,68.9,73,3.8,1,7.555
DC B0 92 05 08 00 12 E0,68.9,73,3.8,1,0.444
DC B0 92 05 08 00 12 E0,68.9,73,3.8,1,970.005
DC B0 92 05 08 00 12 E0,68.9,73,3.8,1,0.426
DC B0 92 05 08 00 12 E0,68.9,73,3.8,1,8.602
DC B0 92 05 08 00 12 E0,68.9,73,3.8,1,0.435
DC B0 92 05 08 00 12 E0,68.2,72,5.4,1,81965.5
DC B0 92 05 08 00 12 E0,68.2,72,5.4,1,0.433
DC B0 92 05 08 00 12 E0,67.3,75,3.8,1,3653.52
DC B0 92 05 08 00 12 E0,67.3,75,3.8,1,0.472
DC B0 92 05 08 00 12 E0,67.3,75,3.8,1,5.79
7B B4 92 05 08 00 12 E0,66.6,71,3.8,1,0
7B B4 92 05 08 00 12 E0,66.6,71,3.8,1,0.435
7B B4 92 05 08 00 12 E0,66.6,71,3.8,1,0.431
7B B4 92 05 08 00 12 E0,66.6,71,3.8,1,12.393
7B B4 92 05 08 00 12 E0,66.6,71,3.8,1,0.425
7B B4 92 05 08 00 12 E0,66.6,71,3.8,1,0.427
7B B4 92 05 08 00 12 E0,66.6,71,3.8,1,0.431
24 AA 92 05 08 00 12 E0,66.7,71,4.5,1,0
24 AA 92 05 08 00 12 E0,66.7,71,4.5,1,0.426
24 AA 92 05 08 00 12 E0,66.7,71,5.4,1,3440.48
24 AA 92 05 08 00 12 E0,66.7,71,5.4,1,0.423
AE AB 92 05 08 00 12 E0,66.6,71,1.6,1,0
AE AB 92 05 08 00 12 E0,66.6,71,1.6,1,292.916
AE AB 92 05 08 00 12 E0,66.6,71,1.6,1,0.434
AE AB 92 05 08 00 12 E0,83.7,53,3.8,1,0
AE AB 92 05 08 00 12 E0,83.7,53,3.8,1,0.47
AE AB 92 05 08 00 12 E0,83.7,53,3.8,1,0.421
AE AB 92 05 08 00 12 E0,83.7,53,3.8,1,0.432
AE AB 92 05 08 00 12 E0,83.7,53,3.8,1,0.439
AE AB 92 05 08 00 12 E0,83.7,53,3.8,1,0.433
AE AB 92 05 08 00 12 E0,83.7,53,3.8,1,0.45
AE AB 92 05 08 00 12 E0,83.7,53,3.8,1,0.456
6D B2 92 05 08 00 12 E0,66.6,71,1.6,1,0
6D B2 92 05 08 00 12 E0,66.6,71,1.6,1,0.463
6D B2 92 05 08 00 12 E0,66.6,71,1.6,1,4.432
6D B2 92 05 08 00 12 E0,66.6,71,1.6,1,299.215
6D B2 92 05 08 00 12 E0,66.6,71,1.6,1,0.471
6D B2 92 05 08 00 12 E0,66.6,71,1.6,1,0.432
6D B2 92 05 08 00 12 E0,66.6,71,1.6,1,0.433
6D B2 92 05 08 00 12 E0,66.6,71,1.6,1,6.778
6D B2 92 05 08 00 12 E0,65.8,74,3.8,1,4246.52
6D B2 92 05 08 00 12 E0,65.8,74,3.8,1,0.453
6D B2 92 05 08 00 12 E0,65.8,74,3.8,1,0.427
6D B2 92 05 08 00 12 E0,65.8,74,3.8,1,5.37
6D B2 92 05 08 00 12 E0,65.8,74,3.8,1,0.434
6D B2 92 05 08 00 12 E0,65.8,74,3.8,1,0.425
6D B2 92 05 08 00 12 E0,65.8,74,3.8,1,0.442
6D B2 92 05 08 00 12 E0,65.8,74,3.8,1,32.488
6D B2 92 05 08 00 12 E0,65.8,74,3.8,1,0.434
6D B2 92 05 08 00 12 E0,65.8,74,3.1,1,423.782
6D B2 92 05 08 00 12 E0,65.8,74,3.1,1,0.414
6D B2 92 05 08 00 12 E0,65.8,74,3.1,1,0.432
6D B2 92 05 08 00 12 E0,65.8,74,3.1,1,10.838
6D B2 92 05 08 00 12 E0,65.8,74,3.1,1,0.426
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.432
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.889
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.432
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.426
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.433
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.448
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.419
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.433
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.425
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.426
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.433
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.448
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,20.288
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.434
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.426
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.433
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.447
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.431
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,3.942
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.429
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,7.35
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,3.115
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.409
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.432
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,3127.69
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.449
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,2.617
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.445
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.41
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.451
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,12851.8
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.432
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,1.341
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,0.446
6D B2 92 05 08 00 12 E0,74.8,79,3.8,1,7.734
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,71763.5
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.434
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,7.096
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.46
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.432
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,718.293
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.433
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,19.637
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.461
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.42
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,1495.01
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.433
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.431
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.474
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,14.454
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.421
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.442
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.427
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.425
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,424.988
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,4.848
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,668.594
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.449
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.434
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.431
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,13.495
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.431
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.415
6D B2 92 05 08 00 12 E0,83.7,53,3.8,1,0.43
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.433
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,15.319
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.434
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.45
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.431
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.433
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.439
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.431
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.453
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.433
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.432
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.449
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,171.798
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.432
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,5.979
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.416
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.431
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.432
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.433
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.426
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.469
6D B2 92 05 08 00 12 E0,78.4,57,1.6,1,0.433
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,12.112
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,893.453
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.435
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,3.685
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.421
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.419
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.448
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.433
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,476.46
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.431
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.888
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.431
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,3.546
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,1066.07
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.449
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,2.723
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.431
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,460.22
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,6.252
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,2710.29
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.428
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,10.418
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.424
6D B2 92 05 08 00 12 E0,68.9,73,3.8,1,0.425
6D B2 92 05 08 00 12 E0,68,73,4.5,1,79590
6D B2 92 05 08 00 12 E0,68,73,4.5,1,0.431
6D B2 92 05 08 00 12 E0,68,73,4.5,1,36.973
6D B2 92 05 08 00 12 E0,68,73,4.5,1,0.435
6D B2 92 05 08 00 12 E0,68.2,72,5.4,1,1648.19
6D B2 92 05 08 00 12 E0,68.2,72,5.4,1,0.438
6D B2 92 05 08 00 12 E0,68.2,72,5.4,1,0.428
6D B2 92 05 08 00 12 E0,68.2,72,5.4,1,4.024
6D B2 92 05 08 00 12 E0,68.2,72,5.4,1,0.47
6D B2 92 05 08 00 12 E0,68.2,72,5.4,1,7.611
6D B2 92 05 08 00 12 E0,68.2,72,5.4,1,8.917
6D B2 92 05 08 00 12 E0,68.2,72,5.4,1,0.423
6D B2 92 05 08 00 12 E0,68.2,72,5.4,1,29.829
6D B2 92 05 08 00 12 E0,68.2,72,5.4,1,0.457
6D B2 92 05 08 00 12 E0,68.2,72,6,1,910.482
6D B2 92 05 08 00 12 E0,68.2,72,6,1,0.432
6D B2 92 05 08 00 12 E0,68.2,72,6,1,3.035
6D B2 92 05 08 00 12 E0,67.3,74,2.2,1,1904.35
6D B2 92 05 08 00 12 E0,67.3,74,2.2,1,0.435
6D B2 92 05 08 00 12 E0,67.3,74,2.2,1,0.419
6D B2 92 05 08 00 12 E0,67.3,74,2.2,1,0.437
6D B2 92 05 08 00 12 E0,67.3,74,2.2,1,42.302
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.461
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.432
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.446
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.464
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.462
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.44
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.433
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.426
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.44
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.432
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.434
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.432
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.434
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.426
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.425
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.434
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.451
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.432
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.433
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.437
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.461
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.439
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.432
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.432
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.433
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.437
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.434
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.432
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.47
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.433
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.427
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.433
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.427
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.44
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.425
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.421
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.434
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.432
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.466
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.433
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.426
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.433
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.472
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.432
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.427
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.43
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.425
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.433
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.452
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.427
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.434
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.425
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.471
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.429
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.432
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.444
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.427
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.431
6D B2 92 05 08 00 12 E0,79.9,50,0.7,1,0.428
